OBJECTID_1,Shape,OBJECTID,DEQ_NUMBER,SPRING_NAME,LATNAD83DD,LONGNAD83D,,,,OBJECTID,SITENO,SITENAME,CATEGORY,AGENCY,LATDD,LONGDD,
811,,1128,182-00855,PERLMAN (SHOWALTER) SPRING,38.578672,-78.852687,,38.578672,,,,,,,,,
1182,,972,175-02789,BELFR XRDS S,38.57873181,-77.42248442,,38.57873181,,,,,,,,,
847,,1164,182-01161,UNKNOWN,38.57983333,-78.6755,,38.57983333,,,,,,,,,
1271,,812,156-00203,WHITE OAK CABIN SPRING,38.582061,-78.369975,,38.582061,,,,,,,,,
928,,1245,182-01255,UNKNOWN,38.58226694,-78.86904194,,38.58226694,,,,,,,,,
1179,,969,175-02786,TAYLR FRM 1,38.58400907,-77.38470611,,38.58400907,,,,,,,,,
584,,747,145-00140,LOCUST SPRINGS CAMPGROUND SPRING,38.58577126,-79.6437949,,38.58577126,,,,,,,,,
1178,,968,175-02785,TAYLR FRM 2,38.58762003,-77.38081722,,38.58762003,,,,,,,,,
967,,1284,182-01300,ENDLESS CAVERNS - UPPER SPRING,38.587694,-78.665761,,38.587694,,,,,,,,,
926,,1243,182-01253,UNKNOWN,38.58809139,-78.82838583,,38.58809139,,,,,,,,,
925,,1242,182-01252,UNKNOWN,38.58816917,-78.83897,,38.58816917,,,,,,,,,
968,,1285,182-01301,ENDLESS CAVERNS - LOWER SPRING,38.588592,-78.66475,,38.588592,,,,,,,,,
904,,1221,182-01221,BROCK CREEK SPRING,38.59224944,-78.89712278,,38.59224944,,,,,,,,,
927,,1244,182-01254,UNKNOWN,38.59442,-78.82757,,38.59442,,,,,,,,,
1270,,811,156-00202,SNP- HEMLOCK SPRING / HUGHES RIVER GAP,38.596353,-78.362824,,38.596353,,,,,,,,,
1283,,932,169-00229,FURNACE SPRING,38.59734425,-78.37944982,,38.59734425,,,,,,,,,
922,,1239,182-01249,UNKNOWN,38.59825833,-78.85306861,,38.59825833,,,,,,,,,
1176,,966,175-02783,OAK RDGE SP1,38.59928669,-77.42081812,,38.59928669,,,,,,,,,
1177,,967,175-02784,OAK RDGE SP 2,38.60012,-77.4213737,,38.60012,,,,,,,,,
843,,1160,182-01157,UNKNOWN,38.6002275,-78.71353028,,38.6002275,,,,,,,,,
861,,1178,182-01178,UNKNOWN,38.60106528,-78.70221139,,38.60106528,,,,,,,,,
924,,1241,182-01251,UNKNOWN,38.60233056,-78.84247,,38.60233056,,,,,,,,,
920,,1237,182-01247,UNKNOWN,38.60444611,-78.8479,,38.60444611,,,,,,,,,
878,,1195,182-01195,JOHN KLINE SPRING,38.60600064,-78.79725101,,38.60600064,,,,,,,,,
909,,1226,182-01236,UNKNOWN,38.60659861,-78.80913083,,38.60659861,,,,,,,,,
848,,1165,182-01162,UNKNOWN,38.60733333,-78.67,,38.60733333,,,,,,,,,
937,,1254,182-01264,UNKNOWN,38.60774472,-78.82796472,,38.60774472,,,,,,,,,
918,,1235,182-01245,UNKNOWN,38.60892,-78.86855,,38.60892,,,,,,,,,
921,,1238,182-01248,UNKNOWN,38.60961056,-78.83862528,,38.60961056,,,,,,,,,
948,,1262,182-01272,UNKNOWN,38.61005111,-78.82252,,38.61005111,,,,,,,,,
879,,1196,182-01196,CEDAR RUN FARM SPRING #1,38.61015454,-78.82939513,,38.61015454,,,,,,,,,
880,,1197,182-01197,CEDAR RUN FARM SPRING #2,38.61064016,-78.82825767,,38.61064016,,,,,,,,,
935,,1252,182-01262,UNKNOWN,38.61272,-78.82997,,38.61272,,,,,,,,,
936,,1253,182-01263,UNKNOWN,38.61277,-78.83202,,38.61277,,,,,,,,,
603,,1113,182-00583,HOLSINGER SPRING,38.61323961,-78.76265168,,38.61323961,,,,,,,,,
1027,,1381,185-00771,UNKNOWN,38.61466667,-78.64516667,,38.61466667,,,,,,,,,
1028,,1382,185-00772,UNKNOWN,38.615,-78.64716667,,38.615,,,,,,,,,
919,,1236,182-01246,UNKNOWN,38.61562,-78.85958,,38.61562,,,,,,,,,
949,,1263,182-01273,UNKNOWN,38.61915306,-78.87133056,,38.61915306,,,,,,,,,
1026,,1380,185-00770,UNKNOWN,38.61933333,-78.64233333,,38.61933333,,,,,,,,,
803,,1119,182-00729,YELLOW SPRING,38.62015931,-78.94469312,,38.62015931,,,,,,,,,
923,,1240,182-01250,UNKNOWN,38.62191972,-78.83147694,,38.62191972,,,,,,,,,
606,,1116,182-00661,DR RICHARD BOYD - SPRING,38.62414,-78.84947528,,38.62414,,,,,,,,,
813,,1130,182-00857,OREBAUGH SPRING,38.62609314,-78.84046459,,38.62609314,,,,,,,,,
1307,,1011,178-00104,SNP - PINNACLES SPRING # 16,38.626199,-78.327123,,38.626199,,,,,,,,,
961,,1278,182-01294,UNNAMED SPRING,38.62642378,-78.83442029,,38.62642378,,,,,,,,,
962,,1279,182-01295,MILLER SPRING,38.62716961,-78.84602836,,38.62716961,,,,,,,,,
951,,1268,182-01281,UNNAMED,38.62868639,-78.84630944,,38.62868639,,,,,,,,,
875,,1192,182-01192,LISKE HOUSE SPRING,38.62873001,-78.83779023,,38.62873001,,,,,,,,,
964,,1281,182-01297,UNNAMED SPRING,38.63094057,-78.85568728,,38.63094057,,,,,,,,,
896,,1213,182-01213,UPPER PLAINS MILL SPRING,38.63121972,-78.73450889,,38.63121972,,,,,,,,,
960,,1277,182-01293,UNNAMED SPRING ON NORTH FORK SHENANDOAH,38.63228682,-78.83159777,,38.63228682,,,,,,,,,
965,,1282,182-01298,SHOWALTER SPRING NEAR NORTH MOUNTAIN FAULT,38.63234888,-78.86302949,,38.63234888,,,,,,,,,
963,,1280,182-01296,UNNAMED SPRING,38.63251703,-78.85099852,,38.63251703,,,,,,,,,
959,,1276,182-01292,UNNAMED SPRING,38.6346098,-78.83334858,,38.6346098,,,,,,,,,
958,,1275,182-01291,UNNAMED SPRING,38.63511913,-78.83357772,,38.63511913,,,,,,,,,
605,,1115,182-00585,PLAINS MILL SPRING,38.63580602,-78.72229613,,38.63580602,,,,,,,,,
823,,1140,182-01137,PLAINS MILL SPRING # 2,38.63620031,-78.72175523,,38.63620031,,,,,,,,,
1306,,1010,178-00103,BYRDS NEST # 3 SPRING,38.636588,-78.320168,,38.636588,,,,,,,,,
702,,955,169-00313,GWNF-MASSANUTTEN VISITORS CENTER - SPRING NO 1,38.638056,-78.613056,,38.638056,,,,,,,,,
957,,1274,182-01290,UNNAMED SPRING,38.63980223,-78.84926234,,38.63980223,,,,,,,,,
699,,943,169-00301,STONEYMAN POND SPRING,38.64220918,-78.44776941,,38.64220918,,,,,,,,,
698,,942,169-00300,PENCE SPRING,38.64321806,-78.44969056,,38.64321806,,,,,,,,,
956,,1273,182-01289,MILLER SPRING,38.64419483,-78.84057544,,38.64419483,,,,,,,,,
697,,941,169-00299,HARRIS SPRING,38.64431187,-78.44990455,,38.64431187,,,,,,,,,
691,,928,169-00180,LURAY - RESERVOIR SPRINGS,38.64432373,-78.40582762,,38.64432373,,,,,,,,,
696,,940,169-00298,STONEYMAN FARM SPRING,38.64440643,-78.44927441,,38.64440643,,,,,,,,,
1308,,1012,178-00105,SNP - HAZEL MOUNTAIN PARKING OVERLOOK SPRING,38.645278,-78.315,,38.645278,,,,,,,,,
894,,1211,182-01211,NFS SPRING 2,38.64588333,-78.79391167,,38.64588333,,,,,,,,,
701,,945,169-00303,UPPER HUDSON SPRING,38.65239361,-78.46564694,,38.65239361,,,,,,,,,
955,,1272,182-01288,UNNAMED SPRING,38.65305781,-78.85179667,,38.65305781,,,,,,,,,
689,,926,169-00070,HUDSON SPRING,38.65380657,-78.46486176,,38.65380657,,,,,,,,,
969,,1286,182-01302,HALL SPRING,38.65800154,-79.11842596,,38.65800154,,,,,,,,,
1288,,947,169-00305,HQ SPRING # 14-1,38.660642,-78.350916,,38.660642,,,,,,,,,
1289,,948,169-00306,HQ SPRING # 14-3-ABOVE HQ ON RT 211,38.661073,-78.337007,,38.661073,,,,,,,,,
895,,1212,182-01212,SAND SPRING,38.66194528,-79.08745278,,38.66194528,,,,,,,,,
798,,1101,182-00130,TIMBERVILLE SPRING,38.66694194,-78.803485,,38.66694194,,,,,,,,,
1295,,954,169-00312,SNP-PANORAMA/THORNTON GAP - SPRING NO 3,38.667314,-78.320344,,38.667314,,,,,,,,,
1294,,953,169-00311,SNP-PANORAMA/THORNTON GAP - SPRING NO 2,38.668064,-78.320564,,38.668064,,,,,,,,,
1284,,933,169-00230,SNP - THORTON GAP SPRING NO 1,38.668492,-78.320692,,38.668492,,,,,,,,,
688,,925,169-00067,TOWN OF LURAY-HITE SPRING,38.670928,-78.426709,,38.670928,,,,,,,,,
954,,1271,182-01287,UNNAMED SPRING,38.67272484,-78.80852199,,38.67272484,,,,,,,,,
1287,,946,169-00304,PASS MOUNTAIN OVERLOOK SPRING,38.67652,-78.328448,,38.67652,,,,,,,,,
1305,,1009,178-00102,PASS MOUNTAIN HUT SPRING,38.676909,-78.319012,,38.676909,,,,,,,,,
953,,1270,182-01286,MAY SPRING 2,38.67702903,-78.83016486,,38.67702903,,,,,,,,,
952,,1269,182-01285,MAY SPRING 1,38.67904732,-78.82773267,,38.67904732,,,,,,,,,
690,,927,169-00071,YAGER SPRING,38.68000936,-78.45715894,,38.68000936,,,,,,,,,
1293,,952,169-00310,SNP-BYRDS NEST SPRING NO 4,38.691667,-78.321111,,38.691667,,,,,,,,,
1016,,1370,185-00758,SHUTTERS SPRING,38.69499389,-78.74510111,,38.69499389,,,,,,,,,
1017,,1371,185-00759,SHUTTERS SPRING 2,38.69593417,-78.74758306,,38.69593417,,,,,,,,,
1285,,934,169-00231,BEAHMS GAP SPRING,38.69734128,-78.32222591,,38.69734128,,,,,,,,,
973,,1324,185-00587,BOILING SPRING,38.69774778,-78.69774722,,38.69774778,,,,,,,,,
694,,938,169-00296,PASS RUN SPRING,38.7046672,-78.44452529,,38.7046672,,,,,,,,,
984,,1335,185-00663,INEZ RAYNER SPRING,38.71155138,-78.71998059,,38.71155138,,,,,,,,,
1024,,1378,185-00768,HIDEN SPRING,38.71368335,-78.5821754,,38.71368335,,,,,,,,,
997,,1351,185-00739,MEYER'S SPRING,38.71853472,-78.73364056,,38.71853472,,,,,,,,,
1297,,1001,178-00085,TOWN OF WASHINGTON - SPRING,38.722896,-78.181388,,38.722896,,,,,,,,,
979,,1330,185-00640,TOWN OF MT JACKSON - SPRING #2,38.72544011,-78.60637486,,38.72544011,,,,,,,,,
700,,944,169-00302,BIG SPRING,38.72684651,-78.42305538,,38.72684651,,,,,,,,,
978,,1329,185-00639,TOWN OF MT JACKSON - SPRING #1,38.72932825,-78.6058199,,38.72932825,,,,,,,,,
1304,,1008,178-00101,ELKWALLOW SPRING #8,38.734318,-78.302361,,38.734318,,,,,,,,,
986,,1340,185-00688,BIG SPRING AT CAROLINE FURNACE,38.73539498,-78.5173153,,38.73539498,,,,,,,,,
998,,1352,185-00740,KNUPP SPRING 3,38.73798917,-78.75886778,,38.73798917,,,,,,,,,
983,,1334,185-00662,BOWMANS ORCHARD SPRING,38.74145309,-78.73901434,,38.74145309,,,,,,,,,
1303,,1007,178-00100,RANGE VIEW CABIN SPRING,38.74300972,-78.29641,,,,,,,,,,,
1015,,1369,185-00757,MT CLIFTON SPRING,38.74917972,-78.70846056,,,,,,,,,,,
692,,935,169-00232,PRINCE SPRING,38.75511638,-78.40945081,,,,,,,,,,,
995,,1349,185-00737,WISSLER SPRING,38.75512273,-78.70242355,,,,,,,,,,,
1309,,1013,178-00106,SNP-PINEY RIVER/MATHEWS ARM SPRING,38.758764,-78.281294,,,,,,,,,,,
1302,,1006,178-00099,HOGBACK SPRING #5,38.758984,-78.272341,,,,,,,,,,,
1301,,1005,178-00098,GRAVEL SPRING NE,38.764187,-78.233409,,,,,,,,,,,
999,,1353,185-00741,MILL CREEK SPRING 2,38.77077528,-78.73695694,,,,,,,,,,,
1013,,1367,185-00755,MILL CREEK SPRING 3,38.77085333,-78.73581306,,,,,,,,,,,
991,,1345,185-00693,GREEN SPRING,38.77548698,-78.70850458,,,,,,,,,,,
981,,1332,185-00642,EDINBURG-HORN'S GULLY SPRING,38.77821843,-78.54804452,,,,,,,,,,,
982,,1333,185-00643,EDINBURG-DAN'S HOLLOW SPRING,38.77821849,-78.55804409,,,,,,,,,,,
1014,,1368,185-00756,MILL CREEK SPRING 4,38.78060861,-78.73835,,,,,,,,,,,
946,,1339,185-00687,EDINBURG GAP SPRING,38.78313917,-78.51306667,,,,,,,,,,,
1326,,1446,193-00252,PAULISCH SPRING,38.783166,-78.266151,,,,,,,,,,,
1350,,1504,193-00313,BROWNTOWN VALLEY OVERLOOK SPRING,38.783841,-78.198125,,,,,,,,,,,
1346,,1490,193-00299,UNNAMED,38.787966,-78.255852,,,,,,,,,,,
1058,,1489,193-00298,UNNAMED,38.78821944,-78.26623333,,,,,,,,,,,
1022,,1376,185-00766,SHRINE MOUNT SPRING,38.789722,-78.835278,,,,,,,,,,,
980,,1331,185-00641,EDINBURG-SULFUR SPRING,38.79266387,-78.55359929,,,,,,,,,,,
985,,1336,185-00684,ORKNEY SPRING,38.79527778,-78.8175,,,,,,,,,,,
1192,,965,175-02782,CHINN SPRING,38.80594773,-77.53082352,,,,,,,,,,,
1000,,1354,185-00742,SWOVER CREEK SPRING,38.81382944,-78.70538722,,,,,,,,,,,
1001,,1355,185-00743,GARLIC HOLLOW SPRING,38.81934806,-78.69094528,,,,,,,,,,,
993,,1347,185-00735,HENRIETTA SPRING,38.82327257,-78.7962805,,,,,,,,,,,
1300,,1004,178-00097,INDIAN RUN SHELTER SPRING,38.82752,-78.165722,,,,,,,,,,,
1057,,1488,193-00297,UNNAMED,38.830471,-78.339047,,,,,,,,,,,
1056,,1487,193-00296,CLEGG SPRING,38.83229167,-78.23323889,,,,,,,,,,,
1055,,1486,193-00295,UNNAMED,38.83286944,-78.2448,,,,,,,,,,,
1023,,1377,185-00767,CHALYBEATE SPRING,38.83301817,-78.39061173,,,,,,,,,,,
1349,,1503,193-00312,DICKEY RIDGE SPRING,38.833492,-78.175844,,,,,,,,,,,
1054,,1485,193-00294,UNNAMED,38.83358611,-78.24898056,,,,,,,,,,,
1053,,1484,193-00293,UNNAMED,38.834525,-78.2301,,,,,,,,,,,
974,,1325,185-00588,RUNION (LANTZ MILL SPRING),38.83935917,-78.59888444,,,,,,,,,,,
1191,,964,175-02781,SUDLEY SPRNG,38.84233568,-77.53804607,,,,,,,,,,,
992,,1346,185-00734,WILLOW GROVE SPRING,38.84588088,-78.53865645,,,,,,,,,,,
976,,1327,185-00590,FADELEY (FUNKHOUSER) SPRING,38.84694163,-78.60391534,,,,,,,,,,,
1298,,1002,178-00087,UNNAMED,38.84696111,-78.14821944,,,,,,,,,,,
996,,1350,185-00738,FADELEY SPRING #2,38.84759011,-78.60457914,,,,,,,,,,,
944,,1337,185-00685,SPRING IN BARB GAP (POWDER SPRING),38.84816759,-78.78085406,,,,,,,,,,,
975,,1326,185-00589,MILLER SPRING,38.84824028,-78.60676639,,,,,,,,,,,
1052,,1483,193-00292,UNNAMED,38.84908889,-78.22538611,,,,,,,,,,,
1327,,1447,193-00253,CHESTER GAP SPRING,38.85421111,-78.1461,,,,,,,,,,,
1299,,1003,178-00088,UNNAMED,38.85787222,-78.13710556,,,,,,,,,,,
1051,,1482,193-00291,UNNAMED,38.86668056,-78.2225,,,,,,,,,,,
1050,,1481,193-00290,UNNAMED,38.86846389,-78.338825,,,,,,,,,,,
1049,,1480,193-00289,UNNAMED,38.86864722,-78.33649722,,,,,,,,,,,
1048,,1479,193-00288,UNNAMED,38.87011389,-78.33241389,,,,,,,,,,,
990,,1344,185-00692,IRWIN SPRING,38.87200111,-78.62987361,,,,,,,,,,,
1068,,1502,193-00311,LIMETON LIME CO PLANT SPRING,38.87349278,-78.25290611,,,,,,,,,,,
1047,,1478,193-00287,UNNAMED,38.87443889,-78.15810278,,,,,,,,,,,
1328,,1448,193-00254,ZOO TURTLE SPRING,38.87481667,-78.15430278,,,,,,,,,,,
1035,,1449,193-00255,ZOO MULE FIELD SPRING,38.87634722,-78.15740556,,,,,,,,,,,
1345,,1477,193-00286,UNNAMED,38.87795556,-78.14430278,,,,,,,,,,,
1343,,1475,193-00284,UNNAMED,38.87837778,-78.12360556,,,,,,,,,,,
1344,,1476,193-00285,UNNAMED,38.87838889,-78.12225833,,,,,,,,,,,
1036,,1450,193-00256,ZOO GATE 4 SPRING,38.88076667,-78.16138889,,,,,,,,,,,
1342,,1474,193-00283,UNNAMED,38.88083611,-78.15063611,,,,,,,,,,,
1003,,1357,185-00745,MILL RUN SPRING,38.88224083,-78.40829528,,,,,,,,,,,
1341,,1473,193-00282,UNNAMED,38.88254444,-78.12401667,,,,,,,,,,,
977,,1328,185-00591,LIBERTY FUNACE (BIG) SPRING,38.88566686,-78.70918422,,,,,,,,,,,
1134,,538,130-01418,WHITE ROCK SPRING,38.88885566,-77.70030293,,,,,,,,,,,
945,,1338,185-00686,COLD SPRING AT LIBERTY FURNACE,38.88983343,-78.70696188,,,,,,,,,,,
1046,,1472,193-00281,UNNAMED,38.89026389,-78.16291389,,,,,,,,,,,
1045,,1471,193-00280,UNNAMED,38.890925,-78.15976389,,,,,,,,,,,
1324,,1441,193-00093,HIGH KNOB-SPRING #3,38.89277813,-78.1209286,,,,,,,,,,,
1325,,1442,193-00094,HIGH KNOB - SPRING #4,38.89375486,-78.11102083,,,,,,,,,,,
1323,,1440,193-00017,HIGH KNOB - SPRING #2,38.89379169,-78.12213798,,,,,,,,,,,
1348,,1501,193-00310,HIGH KNOB SPRING NO 6,38.89383224,-78.11087398,,,,,,,,,,,
1347,,1500,193-00309,HIGH KNOB SPRING #5,38.89389286,-78.11088046,,,,,,,,,,,
1044,,1470,193-00279,UNNAMED,38.89486111,-78.15203056,,,,,,,,,,,
1043,,1469,193-00278,UNNAMED,38.89579722,-78.14786111,,,,,,,,,,,
1322,,1439,193-00016,HIGH KNOB - SPRING #1,38.89675874,-78.1224892,,,,,,,,,,,
1190,,537,129-02339,D & S PARTNERSHIP - GROUND SPRING,38.904167,-77.341667,,,,,,,,,,,
1340,,1468,193-00277,UNNAMED,38.90586944,-78.10507222,,,,,,,,,,,
1339,,1467,193-00276,UNNAMED,38.90862222,-78.10208056,,,,,,,,,,,
1008,,1362,185-00750,YELLOW SPRING,38.91054833,-78.64378806,,,,,,,,,,,
1329,,1451,193-00260,ANDREWS SPRING,38.91399444,-78.11181944,,,,,,,,,,,
1042,,1466,193-00275,UNNAMED,38.91439444,-78.30345278,,,,,,,,,,,
1041,,1465,193-00274,UNNAMED,38.91504167,-78.30596944,,,,,,,,,,,
1338,,1464,193-00273,UNNAMED,38.92885,-78.10471389,,,,,,,,,,,
1012,,1366,185-00754,UPPER PUGHS RUN SPRING,38.92951389,-78.55581389,,,,,,,,,,,
1337,,1463,193-00272,UNNAMED,38.92973333,-78.0682,,,,,,,,,,,
1004,,1358,185-00746,PUGHS RUN SPRING,38.92974472,-78.55480722,,,,,,,,,,,
1021,,1375,185-00765,GWNF - ELIZABETH FURNACE CAMP SPRING 1,38.930242,-78.330011,,,,,,,,,,,
1330,,1452,193-00261,FREEZELAND SPRING AT TELEPHONE POLE,38.93124167,-78.06882222,,,,,,,,,,,
1331,,1453,193-00262,FREEZELAND SPRING BOX 3 - WEST,38.93206944,-78.06865,,,,,,,,,,,
1336,,1462,193-00271,UNNAMED,38.93209444,-78.06861111,,,,,,,,,,,
1335,,1461,193-00270,UNNAMED,38.93244722,-78.06825,,,,,,,,,,,
1332,,1454,193-00263,MCAFEE SPRING,38.93501667,-78.08563611,,,,,,,,,,,
994,,1348,185-00736,TOMS BROOK SPRING,38.94278823,-78.43716186,,,,,,,,,,,
1005,,1359,185-00747,SOUTH FORK SPRING 1,38.9569975,-78.49285861,,,,,,,,,,,
1334,,1460,193-00269,UNNAMED,38.96022222,-78.03954167,,,,,,,,,,,
1065,,1497,193-00306,UNNAMED,38.97139778,-78.15442306,,,,,,,,,,,
1006,,1360,185-00748,CEDAR CREEK SPRING 1,38.97425222,-78.53895222,,,,,,,,,,,
1007,,1361,185-00749,TOMS BROOK SPRING 1,38.97460833,-78.47072694,,,,,,,,,,,
1067,,1499,193-00308,OLD BARN SPRING,38.97540056,-78.18825194,,,,,,,,,,,
1333,,1455,193-00264,ROCK SPRING,38.97602222,-78.01460833,,,,,,,,,,,
1066,,1498,193-00307,PECK SPRING,38.97622944,-78.18812417,,,,,,,,,,,
989,,1343,185-00691,HENDRICKS SPRING,38.97635694,-78.55899583,,,,,,,,,,,
1009,,1363,185-00751,SNAPPS RUN SPRING,38.97662333,-78.43877528,,,,,,,,,,,
1032,,1443,193-00099,GAR-LIL TRAILER PARK (SPRING),38.97733472,-78.18369477,,,,,,,,,,,
1010,,1364,185-00752,TOMS BROOK SPRING 2,38.97780944,-78.46662583,,,,,,,,,,,
1033,,1444,193-00124,CEDARVILLE (MCKAY) SPRING,38.978534,-78.185324,,,,,,,,,,,
1059,,1491,193-00300,MCKAY SPRING #2,38.97859608,-78.18513216,,,,,,,,,,,
972,,1323,185-00377,BATTLEGROUND TR. PRK.-SPRING,38.98165,-78.398431,,,,,,,,,,,
1034,,1445,193-00214,WILLOW BROOK SPRING,38.98384572,-78.15007376,,,,,,,,,,,
1060,,1492,193-00301,OLD SNAG SPRING,38.98531796,-78.1474946,,,,,,,,,,,
1025,,1379,185-00769,W. A. KENAN SPRING,38.98705233,-78.40769155,,,,,,,,,,,
1011,,1365,185-00753,SOUTH FORK SPRING 2,38.99094306,-78.4523825,,,,,,,,,,,
988,,1342,185-00690,ORNDORFF SPRING,38.99121959,-78.51445442,,,,,,,,,,,
1002,,1356,185-00744,BORUM SPRING,38.9934575,-78.37590806,,,,,,,,,,,
1040,,1459,193-00268,WEDDLE SPRING,38.99352719,-78.14123741,,,,,,,,,,,
987,,1341,185-00689,HUPP SPRING,38.99523876,-78.35539912,,,,,,,,,,,
1253,,503,121-00333,LIONS CLUB SPRING 1,39.0006,-78.01902222,,,,,,,,,,,
1252,,502,121-00332,LIONS CLUB SPRING 3,39.00063611,-78.01976111,,,,,,,,,,,
1251,,501,121-00331,LIONS CLUB SPRING 2,39.00085833,-78.01958333,,,,,,,,,,,
1250,,500,121-00330,LIONS CLUB SPRING 4,39.00093889,-78.01994167,,,,,,,,,,,
1039,,1458,193-00267,UNNAMED,39.00281111,-78.09850278,,,,,,,,,,,
1038,,1457,193-00266,UNNAMED,39.00378056,-78.09928889,,,,,,,,,,,
1037,,1456,193-00265,UNNAMED,39.00404167,-78.09936389,,,,,,,,,,,
1249,,499,121-00328,HAMILTON MOUNTAIN SPRING,39.00834444,-78.01523056,,,,,,,,,,,
1064,,1496,193-00305,UNNAMED,39.01365389,-78.17012944,,,,,,,,,,,
1063,,1495,193-00304,SUBTLE CREVICE SPRING,39.01406472,-78.16697556,,,,,,,,,,,
1062,,1494,193-00303,ROCKY RUIN SPRING,39.01483075,-78.166934,,,,,,,,,,,
1061,,1493,193-00302,NINIVAH SPRING,39.01728553,-78.16675179,,,,,,,,,,,
397,,498,121-00327,UNNAMED,39.01948611,-78.11261667,,,,,,,,,,,
396,,497,121-00326,FARNLEY FARM SPRING,39.02268056,-78.11450556,,,,,,,,,,,
341,,439,121-00212,BORDEN - FEDERAL HILL SPRING,39.02738889,-78.09936944,,,,,,,,,,,
395,,496,121-00324,HICKEY SPRING,39.03279167,-78.04545,,,,,,,,,,,
394,,495,121-00322,UNNAMED,39.03349444,-78.12011944,,,,,,,,,,,
346,,444,121-00218,MONTANA HALL,39.03589167,-78.07065,,,,,,,,,,,
400,,507,121-00337,SEEPAGE SPRING ABOVE MONTANA HALL SPRING,39.03653833,-78.07300167,,,,,,,,,,,
402,,509,121-00339,UNNAMED SPRING,39.03747556,-78.04731389,,,,,,,,,,,
345,,443,121-00217,WOLFE MARSH,39.03844074,-78.08333165,,,,,,,,,,,
401,,508,121-00338,UNNAMED SPRING,39.03884083,-78.11919333,,,,,,,,,,,
348,,446,121-00220,LONGBRANCH SPRING,39.03973056,-78.0561,,,,,,,,,,,
347,,445,121-00219,BENNETT'S,39.04455169,-78.07610933,,,,,,,,,,,
335,,433,121-00173,GREENWAY COURT SPRING,39.04855222,-78.11817944,,,,,,,,,,,
1019,,1373,185-00761,UNNAMED SPRING,39.04902083,-78.38738167,,,,,,,,,,,
1018,,1372,185-00760,UNNAMED SPRING,39.05114944,-78.3680375,,,,,,,,,,,
1020,,1374,185-00762,UNNAMED SPRING,39.05606778,-78.38966528,,,,,,,,,,,
507,,646,134-00454,VAUCLUSE SPRING (ON TRIBUTARY TO WEST RUN),39.05741008,-78.24720336,,,,,,,,,,,
344,,442,121-00216,BLANDY FARM-RATTLESNAKE,39.06246278,-78.06634583,,,,,,,,,,,
275,,555,134-00034,VAUCLUSE SPRING (ON MEADOW BROOK),39.06285333,-78.26078278,,,,,,,,,,,
1254,,504,121-00334,GIULIANI SPRING NEAR ASHBY GAP,39.06316236,-77.93777394,,,,,,,,,,,
428,,572,134-00289,BUFFALO MARSH SPRING,39.06396389,-78.29778333,,,,,,,,,,,
504,,643,134-00451,BUFFALO MARSH RUN SPRING 4,39.06439056,-78.29830236,,,,,,,,,,,
503,,642,134-00450,BUFFALO MARSH RUN SPRING 3,39.06587582,-78.29869449,,,,,,,,,,,
350,,448,121-00222,FRITT'S,39.06705118,-78.08833192,,,,,,,,,,,
502,,641,134-00449,BUFFALO MARSH RUN SPRING 2,39.06779343,-78.29687016,,,,,,,,,,,
340,,438,121-00211,CARTER HALL SPRING,39.06833889,-78.02810556,,,,,,,,,,,
351,,449,121-00223,GLEN OWEN,39.06955103,-78.02527515,,,,,,,,,,,
393,,493,121-00317,UNNAMED,39.07327778,-78.09208611,,,,,,,,,,,
1248,,494,121-00318,MORGAN MILL SPRING,39.07334167,-77.92240556,,,,,,,,,,,
1247,,492,121-00316,RADFORDS SPRING,39.07418056,-77.92126111,,,,,,,,,,,
441,,585,134-00391,GRAVEL SPRINGS,39.074505,-78.43866444,,,,,,,,,,,
392,,491,121-00314,UNNAMED,39.07508056,-78.13131667,,,,,,,,,,,
1246,,490,121-00313,UNNAMED,39.07605278,-77.921375,,,,,,,,,,,
349,,447,121-00221,WESTBROOK,39.07666028,-78.10360222,,,,,,,,,,,
354,,452,121-00226,SIPE,39.07677306,-78.0102749,,,,,,,,,,,
353,,451,121-00225,SHAN HILL,39.07899523,-78.00638595,,,,,,,,,,,
391,,489,121-00312,STROSNIDER SPRING,39.07899532,-78.07166499,,,,,,,,,,,
1149,,797,153-01361,CIRCLEVILLE FARM SPRING,39.08068088,-77.6939994,,,,,,,,,,,
352,,450,121-00224,CLAY HILL,39.08232849,-78.00888601,,,,,,,,,,,
342,,440,121-00213,SARATOGA FARM SPRING,39.082606,-78.059998,,,,,,,,,,,
429,,573,134-00290,MARLBORO SPRING,39.08316204,-78.32083725,,,,,,,,,,,
331,,428,121-00150,PROSPECT HILL SPRING,39.08865,-78.04298056,,,,,,,,,,,
390,,488,121-00310,UNNAMED,39.09382778,-78.00481944,,,,,,,,,,,
399,,506,121-00336,SPRING ABOVE SPROUSE SPRING,39.09420806,-78.10648,,,,,,,,,,,
389,,487,121-00309,SPROUSE SPRING,39.095625,-78.10905278,,,,,,,,,,,
440,,584,134-00390,EVER FLOW SPRING,39.09562722,-78.32864361,,,,,,,,,,,
360,,458,121-00232,SPRINGSBURY,39.09582077,-77.98351624,,,,,,,,,,,
333,,431,121-00171,BUTLER SPRING,39.09677268,-78.07083175,,,,,,,,,,,
403,,510,121-00340,UNNAMED SPRING,39.09915306,-78.07292333,,,,,,,,,,,
334,,432,121-00172,HUNTINGDON SPRING,39.10080278,-78.05367222,,,,,,,,,,,
