OBJECTID,SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL,Flow,Concentration,Load
161,3.7481E+14, Grb-0219(Fish Hatchery Spring),SP,USGS,-80.2914591,37.80289954,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374810080173001,,,
162,3.75027E+14,37LS  1,SP,USGS,-79.1580854,37.84096886,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375027079093001,,,
163,3.75203E+14,37LS  2,SP,USGS,-79.14836288,37.8676354,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375203079085501,,,
164,3.753E+14, Grb-0238(Sinking Creek at Alta Spring),SP,USGS,-80.55424689,37.8834531,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375300080331600,,,
165,3.75306E+14,38MS  1,SP,USGS,-79.0036362,37.8851386,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375306079001401,,,
166,3.75401E+14, Fay-0220S,SP,USGS,-81.0264856,37.90039225,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375401081013601,,,
167,3.75524E+14,39MS  3,SP,USGS,-78.96585748,37.92347189,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375524078575801,,,
168,3.75603E+14,39MS  1,SP,USGS,-78.9053007,37.949861,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375603078542101,,,
169,3.75652E+14,39MS  2,SP,USGS,-78.9155787,37.9479165,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375652078545701,,,
170,3.75807E+14,50MS001,SP,USGS,-77.5391504,37.96874896,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375807077322201,,,
171,3.7581E+14,50MS002,SP,USGS,-77.5355391,37.96958224,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375810077320901,,,
172,3.75812E+14,39MS  4,SP,USGS,-78.8975229,37.9701386,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375812078535201,,,
173,3.7584E+14, Grb-0249S,SP,USGS,-80.377576,37.97789787,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375840080224001,,,
174,3.75901E+14, Grb-0250S,SP,USGS,-80.6098068,37.9837293,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375901080363601,,,
175,3.80012E+14, Fay-0252S,SP,USGS,-80.9378735,38.0034471,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380012080561701,,,
176,3.80124E+14,47NS  1,SP,USGS,-77.8797199,38.0235278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380124077524801,,,
177,3.8014E+14,50W 82G,SP,USGS,-77.5838743,38.02791444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380140077350301,,,
178,3.80255E+14,36NS  2,SP,USGS,-79.3320504,38.04878517,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380255079195601,,,
179,3.80311E+14,39NS  1,SP,USGS,-78.9315132,38.05291675,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380311078555201,,,
180,3.80516E+14,52NS  2,SP,USGS,-77.3549694,38.087875,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380516077211801,,,
181,3.80517E+14,52NS  1,SP,USGS,-77.3543806,38.0879472,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380517077211601,,,
182,3.80533E+14,39NS  3,SP,USGS,-78.881135,38.0906908,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380533078531001,,,
183,3.80553E+14,53NS  8,SP,USGS,-77.1441944,38.09815278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380553077083901,,,
184,3.80555E+14,53NS  7,SP,USGS,-77.1476167,38.0987472,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380555077085101,,,
185,3.80631E+14,53NS  5,SP,USGS,-77.1470833,38.10869444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380631077084901,,,
186,3.80631E+14,53NS  6,SP,USGS,-77.1469917,38.10872778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380631077084902,,,
187,3.80653E+14,53NS  1,SP,USGS,-77.203325,38.11473056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380653077121201,,,
188,3.80726E+14,53NS  4,SP,USGS,-77.2013417,38.12399167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380726077120501,,,
189,3.80728E+14,53NS  2,SP,USGS,-77.2002417,38.12441389,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380728077120101,,,
190,3.80728E+14,53NS  3,SP,USGS,-77.200975,38.1244083,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380728077120401,,,
191,3.80819E+14,53PS  1,SP,USGS,-77.2011417,38.13859167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380819077120401,,,
192,3.80935E+14, Poc-0149(Minnehaha Springs),SP,USGS,-79.9745041,38.1640113,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380935079590301,,,
193,3.81006E+14,52PS  4,SP,USGS,-77.27828889,38.16823889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381006077164201,,,
194,3.81009E+14,52PS  3,SP,USGS,-77.27806389,38.169075,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381009077164101,,,
195,3.81014E+14,52PS  1,SP,USGS,-77.28298889,38.17061667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381014077165901,,,
196,3.81017E+14, Poc-0154S,SP,USGS,-79.9736708,38.17151126,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381017079582601,,,
197,3.81019E+14,52PS  2,SP,USGS,-77.2782194,38.17200278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381019077164201,,,
198,3.81108E+14,55PS  1,SP,USGS,-76.9194142,38.18568624,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381108076551101,,,
199,3.81112E+14, Poc-0156(Cold Spring at Watering Trough),SP,USGS,-80.01061689,38.1867884,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381112080003901,,,
200,3.81115E+14, Poc-0157S,SP,USGS,-80.0136726,38.1876217,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381115080005001,,,
201,3.81152E+14,52PS  9,SP,USGS,-77.28692778,38.1977583,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381152077171301,,,
202,3.81158E+14,52PS  7,SP,USGS,-77.28981389,38.19946944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381158077172301,,,
203,3.81158E+14,52PS  5,SP,USGS,-77.29047778,38.1994833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381158077172601,,,
204,3.81245E+14, Nic-0186(Nettie-Leivasy PS District Spring),SP,USGS,-80.6692576,38.21261338,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381245080401001,,,
205,3.81405E+14, Poc-0164S,SP,USGS,-79.9678376,38.2328995,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381405079580001,,,
206,3.81435E+14, Poc-0165(Mill Run Spring),SP,USGS,-79.9145023,38.2451221,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381435079543501,,,
207,3.8145E+14, Kan-0871S,SP,USGS,-81.738735,38.24732019,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381450081442000,,,
208,3.81625E+14, Poc-0169(McLaughlin Spring),SP,USGS,-80.1081222,38.27372998,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381625080063001,,,
209,3.8163E+14, Nic-0191S,SP,USGS,-80.695093,38.2751116,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381630080414301,,,
210,3.81645E+14, Kan-0873S,SP,USGS,-81.2865016,38.27927057,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381645081171201,,,
211,3.81756E+14, Nic-0193S,SP,USGS,-80.96704589,38.29899578,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381756080580201,,,
212,3.82028E+14, Poc-0172(Tea Creek Mtn-Spring),SP,USGS,-80.174237,38.34122715,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382028080102801,,,
213,3.8212E+14, Poc-0174(Dunmore Drinking Spring),SP,USGS,-79.8725579,38.35650867,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382120079520501,,,
214,3.82229E+14,46Q  4C,SP,USGS,-78.029165,38.37485136,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382229078014601,,,
215,3.82338E+14,South seep,SP,USGS,-76.5116205,38.3940129,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382338076304301,,,
216,3.82339E+14,"Center Seep, Patterson Park Shore",SP,USGS,-76.5116205,38.39429068,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382339076304301,,,
217,3.8234E+14,North seep,SP,USGS,-76.5116205,38.39456845,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382340076304301,,,
218,3.82504E+14, Poc-0215(Inn at Snowshoe Spring),SP,USGS,-80.03617689,38.4178941,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382504080021101,,,
219,3.82902E+14,48R  3A,SP,USGS,-77.84138289,38.4840147,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382902077503001,,,
220,3.82948E+14,39RS  1,SP,USGS,-78.9647611,38.4968,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382948078575301,,,
221,3.83052E+14,CH Cd  48,SP,USGS,-77.04191998,38.532343,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383052077022701,,,
222,3.83136E+14,39SS  3,SP,USGS,-78.9429806,38.52675278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383136078563401,,,
223,3.83149E+14,39SS-005,SP,USGS,-78.9511111,38.53027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383149078570401,,,
224,3.8322E+14, Web-0218,SP,USGS,-80.3359127,38.53899697,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383220080201001,,,
225,3.83232E+14, Ran-0016(Blue Spring),SP,USGS,-80.0870143,38.54233446,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383232080051401,,,
226,3.83234E+14,39SS  2,SP,USGS,-78.9255917,38.54278889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383234078553201,,,
227,3.83243E+14, Ran-0272S,SP,USGS,-80.1011816,38.5453897,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383243080060501,,,
228,3.83255E+14,39SS  4,SP,USGS,-78.9386111,38.5486111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383255078561901,,,
229,3.83328E+14, Web-0223(Unnamed Spring),SP,USGS,-80.20757439,38.5578876,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383328080122801,,,
230,3.83417E+14, Pen-0049(Falling Springs),SP,USGS,-79.2858732,38.57150837,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383417079171001,,,
231,3.83558E+14, Pen-0060(Pitzenbarger Spring),SP,USGS,-79.3383752,38.5995625,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383558079201901,,,
232,3.83605E+14, Pen-0063(Cress Spring),SP,USGS,-79.3525424,38.60150676,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383605079211001,,,
233,3.83619E+14, Pen-0065S,SP,USGS,-79.353098,38.6053955,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383619079211201,,,
234,3.84025E+14, Pen-0104(Roaring Springs),SP,USGS,-79.4900486,38.67372584,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384025079292501,,,
235,3.84423E+14, Ran-0263(Mill Creek Spring),SP,USGS,-79.9942379,38.73983056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384423079594001,,,
236,3.847E+14,44US  2,SP,USGS,-78.2655972,38.7833611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384700078155601,,,
237,3.84822E+14,50U 84F,SP,USGS,-77.5308235,38.8059477,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384822077315101,,,
238,3.84956E+14,45US  3,SP,USGS,-78.23323889,38.83229167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384956078140001,,,
239,3.85115E+14,45US  5,SP,USGS,-78.1461,38.8542111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385115078084601,,,
240,3.85229E+14,45US  6,SP,USGS,-78.1543028,38.87481667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385229078091501,,,
241,3.85235E+14,45VS  3,SP,USGS,-78.1574056,38.8763472,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385235078092701,,,
242,3.85251E+14,45VS  4,SP,USGS,-78.16138889,38.88076667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385251078094101,,,
243,3.85338E+14,46VS  1,SP,USGS,-78.1108722,38.89389167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385338078063901,,,
244,3.8534E+14,46VS 17,SP,USGS,-78.1227917,38.89432778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385340078072201,,,
245,3.85344E+14, Hrd-0139(Lee Sulphur Spring),SP,USGS,-78.9275267,38.8956668,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385344078554001,,,
246,3.85441E+14, Ran-0268(US Fish Hatchery Spring),SP,USGS,-79.7047834,38.91149746,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385441079421801,,,
247,3.8545E+14,46VS  2,SP,USGS,-78.1118194,38.91399444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385450078064301,,,
248,3.85457E+14, Grt-0003S,SP,USGS,-79.08031089,38.91594438,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385457079045000,,,
249,3.85552E+14,46VS 13,SP,USGS,-78.0688222,38.93124167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385552078040801,,,
250,3.85555E+14,46VS 12,SP,USGS,-78.06865,38.93206944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385555078040701,,,
251,3.85606E+14,46VS  6,SP,USGS,-78.0856361,38.93501667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385606078050801,,,
252,3.85824E+14,MO Fg  10,SP,USGS,-77.0049764,38.9734438,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385824077001901,,,
253,3.85825E+14,PG Cb   1,SP,USGS,-77.0044208,38.97372157,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385825077001701,,,
254,3.85834E+14,46VS  8,SP,USGS,-78.0146083,38.9760222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385834078005301,,,
255,3.85843E+14,45VS  2,SP,USGS,-78.1852944,38.9784972,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385843078110701,,,
256,3.85912E+14, Grt-0017(State Trout Hatchery Spring),SP,USGS,-79.1692036,38.98677668,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385912079101000,,,
257,3.8593E+14, Grt-0019S,SP,USGS,-79.11086779,38.9917765,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385930079064001,,,
258,3.8593E+14, Grt-0020S,SP,USGS,-79.2192058,38.99177669,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385930079131000,,,
259,3.85937E+14,45VS  1,SP,USGS,-78.14123889,38.9935583,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385937078082901,,,
260,3.85946E+14,MO Ff  18,SP,USGS,-77.16609048,38.99622099,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385946077095901,,,
261,3.90002E+14,46WS 27,SP,USGS,-78.0190222,39.0006,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390002078010801,,,
262,3.90002E+14,46WS 29,SP,USGS,-78.0197611,39.0006361,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390002078011101,,,
263,3.90003E+14,46WS 28,SP,USGS,-78.0195833,39.0008583,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390003078011101,,,
264,3.90003E+14,46WS 30,SP,USGS,-78.0199417,39.00093889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390003078011201,,,
265,3.90107E+14, Tuc-0111S,SP,USGS,-79.4167156,39.0187204,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390107079250101,,,
266,3.90116E+14, Hrd-0210S,SP,USGS,-78.60529088,39.0212191,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390116078362001,,,
267,3.90122E+14,46WS 26,SP,USGS,-78.1145056,39.02268056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390122078065201,,,
268,3.90147E+14,46WS  7,SP,USGS,-78.0993694,39.02738889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390147078055401,,,
269,3.90158E+14,46WS 34,SP,USGS,-78.04545,39.03279167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390158078024401,,,
270,3.90205E+14, Tuc-0112(Timberline Spring),SP,USGS,-79.42588278,39.0348313,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390205079253401,,,
271,3.90211E+14,46WS 10,SP,USGS,-78.07065,39.03589167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390211078042501,,,
272,3.90214E+14, Hrd-0223(GW National Forest Spring),SP,USGS,-78.67445988,39.03733004,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390214078402901,,,
273,3.90226E+14,46WS 12,SP,USGS,-78.0561,39.03973056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390226078032001,,,
274,3.90252E+14, Hrd-0246S,SP,USGS,-79.0483648,39.04788626,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390252079025501,,,
275,3.90318E+14, Hrd-0259S,SP,USGS,-78.7216836,39.05510756,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390318078431901,,,
276,3.90324E+14, Tuc-0085(Sand Spring),SP,USGS,-79.3900476,39.0567755,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390324079232501,,,
277,3.9035E+14,44WS  1 BUFFALO MARSH SPRING,SP,USGS,-78.2977833,39.06396389,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390350078175201,,,
278,3.90358E+14, Tuc-0059S,SP,USGS,-79.42727178,39.0662198,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390358079253901,,,
279,3.90405E+14,46WS  1,SP,USGS,-78.0281056,39.06833889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390405078014201,,,
280,3.90424E+14,47WS 14,SP,USGS,-77.9224056,39.07334167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390424077552101,,,
281,3.90427E+14,47WS 15,SP,USGS,-77.9212611,39.07418056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390427077551701,,,
282,3.90434E+14,47WS 13,SP,USGS,-77.921375,39.07605278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390434077551701,,,
283,3.90443E+14, Hrd-0019S,SP,USGS,-78.580012,39.0781621,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390443078345101,,,
284,3.90446E+14, Tuc-0060(Black Cherry Spring),SP,USGS,-79.4511619,39.07955296,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390446079270501,,,
285,3.90457E+14,46WS 22,SP,USGS,-78.0604333,39.0827611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390457078033801,,,
286,3.90457E+14, Tuc-0116(Chestnut Spring),SP,USGS,-79.4236605,39.08260849,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390457079252601,,,
287,3.90519E+14,46WS  3,SP,USGS,-78.0429806,39.08865,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390519078023701,,,
288,3.90603E+14,46WS  5,SP,USGS,-78.0536722,39.10080278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390603078031401,,,
289,3.9061E+14, Tuc-0062S,SP,USGS,-79.4311609,39.102886,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390610079255301,,,
290,3.90618E+14,47WS  2,SP,USGS,-77.9757833,39.105325,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390618077583301,,,
291,3.90626E+14,46WS 32,SP,USGS,-78.1005861,39.10709444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390626078060201,,,
292,3.90634E+14,45WS  2,SP,USGS,-78.2035694,39.10935556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390634078121301,,,
293,3.90648E+14,46WS 35,SP,USGS,-78.0691028,39.11336667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390648078040901,,,
294,3.90653E+14,46WS  2,SP,USGS,-78.0708611,39.11438056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390653078041401,,,
295,3.90657E+14,47WS 10,SP,USGS,-77.9951611,39.1151,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390657077594301,,,
296,3.9071E+14,48WS  1,SP,USGS,-77.8528833,39.11667778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390710077511901,,,
297,3.90745E+14, Hmp-0001(Capon Spring),SP,USGS,-78.4766751,39.13066068,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390745078282201,,,
298,3.90751E+14,46XS  9,SP,USGS,-78.0840944,39.13095,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390751078050301,,,
299,3.90803E+14,50X 13H,SP,USGS,-77.5452675,39.1342721,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390803077324401,,,
300,3.90811E+14,46XS  3,SP,USGS,-78.0193833,39.1367722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390811078011001,,,
301,3.90834E+14,47XS  1,SP,USGS,-77.9158294,39.1442714,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390834077550201,,,
302,3.90841E+14,47XS  3,SP,USGS,-77.8780444,39.14518889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390841077524201,,,
303,3.90908E+14,47XS  2,SP,USGS,-77.9342111,39.15219444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390908077560301,,,
304,3.90924E+14, Hmp-0364(Cold Spring at Capon Lake),SP,USGS,-78.5372324,39.15677126,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=390924078321501,,,
305,3.91E+14,47XS 21,SP,USGS,-77.97948889,39.1665972,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391000077584601,,,
306,3.91E+14,47XS 22,SP,USGS,-77.97985,39.16653056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391000077584701,,,
307,3.91002E+14,47XS 11,SP,USGS,-77.9814278,39.16720278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391002077585401,,,
308,3.91004E+14,47XS 23,SP,USGS,-77.9800917,39.16788889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391004077584801,,,
309,3.91019E+14, Har-0169(Waters Smith Springs),SP,USGS,-80.4089799,39.17203609,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391019080243301,,,
310,3.91029E+14,46XS  8,SP,USGS,-78.0241667,39.1747222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391029078012701,,,
311,3.91047E+14,45XS  1,SP,USGS,-78.1989056,39.17971389,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391047078115601,,,
312,3.91054E+14,HO Cd 240,SP,USGS,-76.9658097,39.18177354,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391054076575801,,,
313,3.9112E+14, Hmp-0025(Yellow Spring),SP,USGS,-78.52139849,39.18899267,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391120078311800,,,
314,3.91125E+14,46XS  7,SP,USGS,-78.06758889,39.190975,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391125078040201,,,
315,3.91136E+14,47XS  6,SP,USGS,-77.9350333,39.19295,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391136077560701,,,
316,3.91153E+14, Jef-0542S,SP,USGS,-77.9136073,39.1981589,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391153077545001,,,
317,3.91201E+14,MO Cg  18,SP,USGS,-77.06525668,39.20038417,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391201077035601,,,
318,3.91232E+14,GA Ga   1,SP,USGS,-79.4803304,39.20899597,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391232079285001,,,
319,3.91237E+14, ROCK ENON SPRING,SP,USGS,-78.3855616,39.21038116,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391237078230901,,,
320,3.91247E+14,MO Cg  19,SP,USGS,-77.0552565,39.2131617,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391247077032001,,,
321,3.91247E+14,GA Ga   7,SP,USGS,-79.4844973,39.2131626,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391247079290501,,,
322,3.91258E+14,GA Ga  11,SP,USGS,-79.4761636,39.2162181,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391258079283501,,,
323,3.91303E+14,GA Ga  12,SP,USGS,-79.4678298,39.21760694,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391303079280501,,,
324,3.91321E+14,GA Ga  10,SP,USGS,-79.46727419,39.22260688,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391321079280301,,,
325,3.91322E+14,Seep NW of AND-IR-W-6S,SP,USGS,-75.7750833,39.2228333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391322075463001,,,
326,3.91326E+14,ISLAND C AMD P AT HENRY WV,SP,USGS,-79.42671639,39.2239956,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391326079253701,,,
327,3.91409E+14, Jef-0067S,SP,USGS,-77.89805148,39.2359357,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391409077535401,,,
328,3.91413E+14, Jef-0527S,SP,USGS,-77.9561081,39.2370469,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=391413077572301,,,
