PASpringID,HydrologicUnit,Spring_Type,Permanence,SphereOfDischarge,NumOfOpenings,FormationName,Lithology,ContributingUnit,DischargeType,SourceOfDischargeData,DischMeasMethod,Discharge(gpm),DateDischarged,VisitorName,VisitDate,County
869,5010006, , , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
868,2050201,SEEPAGE OR FILTRATION ,PERENNIAL , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,7.5,9/23/1987,WILLIAMS DON ,9/23/1987,Indiana
866,5010006, , , , ,ALLEGHENY GROUP ,SANDSTONE ,PRIMARY , , , , , , , ,Indiana
865,2050201, , , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.9,9/23/1987,WILLIAMS DON ,9/23/1987,Indiana
863,5010006,SEEPAGE OR FILTRATION ,PERENNIAL , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,12,9/16/1987,WILLIAMS DON ,9/16/1987,Indiana
861,5010006, , , , ,GLENSHAW FORMATION , ,PRIMARY , , , , , , , ,Indiana
860,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
859,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
858,5010006,SEEPAGE OR FILTRATION , , , ,ALLEGHENY GROUP , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.3,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
857,5010006, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
856,5010006,SEEPAGE OR FILTRATION ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.4,9/16/1987,WILLIAMS DON ,9/16/1987,Indiana
855,5010006,SEEPAGE OR FILTRATION ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.2,9/16/1987,WILLIAMS DON ,9/16/1987,Indiana
854,5010006, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
852,5010006, ,PERENNIAL , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
851,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
849,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.9,9/17/1987,WILLIAMS DON ,9/17/1987,Indiana
848,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
846,5010006, ,OTHER , , ,ALLEGHENY GROUP ,SANDSTONE ,PRIMARY , , , , , , , ,Indiana
845,5010007, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.4,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
844,5010006,SEEPAGE OR FILTRATION , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.3,9/2/1987,WILLIAMS DON ,9/2/1987,Indiana
843,5010006, , , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
842,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,5.8,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
836,5010006, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,7/30/1986,SURBER ,7/30/1986,Indiana
835,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.25,9/10/1987,WILLIAMS DON ,9/10/1987,Indiana
834,5010006, ,PERENNIAL , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
833,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,3,6/11/1987,MCELROY ,6/11/1987,Indiana
831,5010007, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,9.3,9/21/1987,WILLIAMS DON ,9/21/1987,Indiana
830,5010007,SEEPAGE OR FILTRATION ,INTEERMITTENT , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6.7,9/21/1987,WILLIAMS DON ,9/21/1987,Indiana
828,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.8,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
827,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
826,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
824,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.47,10/26/1987,WILLIAMS DON ,10/26/1987,Indiana
822,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.38,10/26/1987,WILLIAMS DON ,10/26/1987,Indiana
821,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
820,5010006, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
818,5010006,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.3,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
817,5010007, ,PERENNIAL , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
816,5010006, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.25,7/15/1986,SURBER ,7/15/1986,Indiana
814,5010008, ,PERENNIAL , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,3.3,9/23/1987,WILLIAMS DON ,9/23/1987,Indiana
813,5010007, ,PERENNIAL , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
812,5010007,SEEPAGE OR FILTRATION , , , ,ALLEGHENY GROUP ,SANDSTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,9/9/1987,WILLIAMS DON ,9/9/1987,Indiana
811,5010008, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
810,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,9/9/1987,WILLIAMS DON ,9/9/1987,Indiana
809,5010008, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,3.8,9/2/1987,WILLIAMS DON ,9/2/1987,Indiana
808,5010008,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,9/2/1987,WILLIAMS DON ,9/2/1987,Indiana
807,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
806,5010008,SEEPAGE OR FILTRATION , , , ,MONONGAHELA GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.41,10/2/1986,WILLIAMS DON ,10/2/1986,Indiana
805,5010008, , , , ,MONONGAHELA GROUP ,LIMESTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
804,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1.3,11/3/1987,WILLIAMS DON ,11/3/1987,Indiana
803,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
802,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
801,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1,11/3/1987,WILLIAMS DON ,11/3/1987,Indiana
800,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
799,5010007, , , , ,MONONGAHELA GROUP ,LIMESTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
797,5010007, ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
796,5010007, ,INTEERMITTENT , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
793,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1.5,9/9/1987,WILLIAMS DON ,9/9/1987,Indiana
792,5010007,ARTESIAN , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,10.9,9/9/1987,WILLIAMS DON ,9/9/1987,Indiana
791,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
790,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
789,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,6/11/1986,SURBER ,6/11/1986,Indiana
787,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.3,9/9/1987,WILLIAMS DON ,9/9/1987,Indiana
783,5010008,SEEPAGE OR FILTRATION , , , ,MONONGAHELA GROUP ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
782,5010007, , , , ,ALLEGHENY GROUP ,SEDIMENTARY (UNDIFFERENTIATED) ,PRIMARY , , , , , , , ,Indiana
781,5010008, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
780,5010007, ,PERENNIAL , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Indiana
779,5010008, , , , ,MONONGAHELA GROUP ,SHALE ,PRIMARY , , , , , , , ,Indiana
778,5010008,SEEPAGE OR FILTRATION , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.7,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
774,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
773,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
769,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
768,5010007, ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
767,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
766,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.75,6/11/1986,SURBER ,6/11/1986,Indiana
765,5010008,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,9/10/1987,WILLIAMS DON ,9/10/1987,Indiana
762,5010008, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
761,5010007, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,7/1/1986,SURBER ,7/1/1986,Indiana
759,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.6,9/2/1987,WILLIAMS DON ,9/2/1987,Indiana
758,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
757,5010007, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
756,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,29,3/9/1987,WILLIAMS DON ,3/9/1987,Indiana
755,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,9/3/1987,WILLIAMS DON ,9/3/1987,Indiana
753,5010007,SEEPAGE OR FILTRATION , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.1,9/2/1987,WILLIAMS DON ,9/2/1987,Indiana
750,5010007, ,INTEERMITTENT , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,9/2/1987,WILLIAMS DON ,9/2/1987,Indiana
748,5010008, ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,12,9/23/1987,WILLIAMS DON ,9/23/1987,Indiana
747,5010008, ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,9/23/1987,WILLIAMS DON ,9/23/1987,Indiana
746,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
745,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,7.4,9/9/1987,WILLIAMS DON ,9/9/1987,Indiana
744,5010007, ,PERENNIAL , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
743,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
742,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
741,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
740,5010007,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,20,3/16/1987,WILLIAMS DON ,3/16/1987,Indiana
737,5010007, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
736,5010007, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.38,7/29/1986,SURBER ,7/29/1986,Indiana
735,5010007, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.63,7/29/1986,SURBER ,7/29/1986,Indiana
734,5010007, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.38,7/29/1986,SURBER ,7/29/1986,Indiana
733,5010007, , , , ,CASSELMAN FORMATION ,SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,7/29/1986,SURBER ,7/29/1986,Indiana
732,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
731,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
730,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
729,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
728,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY , , , , , , , ,Indiana
727,5010007, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.75,6/30/1987,MCELROY ,6/30/1987,Indiana
726,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS , ,6.3,4/22/1988,DON WILLIAMS ,4/22/1988,Indiana
725,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS , ,6,4/21/1988,DON WILLIAMS ,4/21/1988,Indiana
724,5010007, , , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS , ,1.1,4/22/1988,DON WILLIAMS ,4/22/1988,Indiana
723,5010007, , , , ,GLENSHAW FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS , ,4.3,4/22/1988,DON WILLIAMS ,4/22/1988,Indiana
2054, ,SEEPAGE OR FILTRATION , , , ,POTTSVILLE GROUP ,SANDSTONE AND SHALE , , , , , , , , ,Jefferson
2052, ,SEEPAGE OR FILTRATION , , ,1,SHENANGO THROUGH OSWAYO FORMATIONS UNDIVIDED ,SANDSTONE AND SHALE , , , , , , , , ,Jefferson
901,5010006, , , , ,POTTSVILLE GROUP ,SANDSTONE AND SHALE , , , , , , , , ,Jefferson
897,5010006, , , , ,ALLEGHENY GROUP ,SANDSTONE , , , , , , , , ,Jefferson
896,5010006, , , , ,ALLEGHENY GROUP ,SANDSTONE AND SHALE , , , , , , , , ,Jefferson
895,5010006, , , , , , , , , , , , , , ,Jefferson
894,5010006, , , , ,ALLEGHENY & POTTSVIL GRPS ,SANDSTONE AND SHALE , ,UNKNOWN ,USGS OR PAGS ,ESTIMATED ,100,10/11/1929,Flippo ,10/11/1929,Jefferson
914,2050107,SEEPAGE OR FILTRATION , , , ,CATSKILL FORMATION ,SANDSTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,4,12/12/1968,Flippo ,12/12/1968,Lackawanna
914,2050107,SEEPAGE OR FILTRATION , , , ,CATSKILL FORMATION ,SANDSTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4,12/12/1968,Flippo ,12/12/1968,Lackawanna
910,2050107, , , , ,POCONO FORMATION ,SANDSTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,11,1/2/1969, ,1/2/1969,Lackawanna
906,2050107,SEEPAGE OR FILTRATION , , , ,CATSKILL FORMATION UPPER REDBEDS MEMBER ,SANDSTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,2,3/5/1970, ,3/5/1970,Lackawanna
2233, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,HAMMER CREEK FORMATION ,CONGLOMERATE , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,13.45,2/25/2018,Aaron Bierly ,2/25/2018,Lancaster
2027, ,FRACTURE AND DEPRESSION ,SEASONAL ,SUBAERIAL , ,OCTARARO PHYLLITE ,SCHIST ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,1/1/1984,Geyer ,1/1/1984,Lancaster
2008, ,FRACTURE , , , ,SERPENTINITE ,SERPENTINE ,PRIMARY , , , , , , , ,Lancaster
2001, ,SEEPAGE OR FILTRATION , ,SUBAERIAL ,2,NEW OXFORD FORMATION ,ARKOSE ,SECONDARY , , , , , , , ,Lancaster
1982, ,SEEPAGE OR FILTRATION , , , ,HAMMER CREEK FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,4/11/1984,Geyer ,4/11/1984,Lancaster
1981, ,SEEPAGE OR FILTRATION ,OTHER , , ,HAMMER CREEK FORMATION ,SANDSTONE ,UNKNOWN , , , , , , , ,Lancaster
1874, ,SEEPAGE OR FILTRATION ,PERENNIAL ,SUBAERIAL , ,GETTYSBURG FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Lancaster
1872, ,SEEPAGE OR FILTRATION ,PERENNIAL ,SUBAERIAL , ,NEW OXFORD FORMATION ,SANDSTONE AND SHALE ,UNKNOWN , , , , , , , ,Lancaster
1858, , ,PERENNIAL , , ,LEDGER FORMATION ,DOLOMITE ,UNKNOWN , , , , , , , ,Lancaster
684,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE AND SHALE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,3,6/6/1963,H. JOHNSTON ,6/6/1963,Lancaster
683,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE AND SHALE ,UNKNOWN , , , , , , , ,Lancaster
680,2050306,SEEPAGE OR FILTRATION , , , ,SNITZ CREEK FORMATION ,DOLOMITE ,UNKNOWN , , , , , , , ,Lancaster
679,2050306,SEEPAGE OR FILTRATION , , , ,GETTYSBURG FORMATION ,SHALE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,5,7/15/1963,H. JOHNSTON ,7/15/1963,Lancaster
678,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,60,4/16/1964,H. JOHNSTON ,4/16/1964,Lancaster
677,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE AND SHALE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,3,11/15/1962,H. JOHNSTON ,11/15/1962,Lancaster
676,2050306,SEEPAGE OR FILTRATION ,PERENNIAL ,SUBAERIAL ,1,NEW OXFORD FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,REPORTED ,ESTIMATED ,10,7/15/1963,H. JOHNSTON. ,7/15/1963,Lancaster
671, ,SEEPAGE OR FILTRATION , , , ,BUFFALO SPRINGS FORMATION ,LIMESTONE ,UNKNOWN , , , , , , , ,Lancaster
669,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,10,10/29/1962,H. JOHNSTON ,10/29/1962,Lancaster
668, ,SEEPAGE OR FILTRATION , , , ,BUFFALO SPRINGS FORMATION ,LIMESTONE ,UNKNOWN , , , , , , , ,Lancaster
667,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,REPORTED ,REPORTED METHOD NOT KNOWN ,5,11/13/1962,H. JOHNSTON. ,11/13/1962,Lancaster
665,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,CONGLOMERATE ,UNKNOWN , , , , , , , ,Lancaster
664,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,2,10/16/1962,H. JOHNSTON ,10/16/1962,Lancaster
663,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,WELL OWNER ,ESTIMATED ,3,10/9/1962,H. JOHNSTON ,10/9/1962,Lancaster
662,2050306,SEEPAGE OR FILTRATION , , , ,LEDGER FORMATION ,DOLOMITE ,UNKNOWN , , , , , , , ,Lancaster
661,2050306, , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN , , , , , , , ,Lancaster
660,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,SANDSTONE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,10/17/1962,H. JOHNSTON ,10/17/1962,Lancaster
659,2050306,SEEPAGE OR FILTRATION , , , ,HERSHEY & MYERSTOWN FMS ,LIMESTONE ,UNKNOWN , , , , , , , ,Lancaster
658,2050306, , , , ,NEW OXFORD FORMATION ,ARKOSE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,10,10/23/1962,H. JOHNSTON ,10/23/1962,Lancaster
657,2050306, , , , ,EPLER FORMATION ,LIMESTONE ,UNKNOWN ,FLOWING ,WELL OWNER ,ESTIMATED ,3,5/31/1963,A. BECHER ,5/31/1963,Lancaster
656,2050306,TUBULAR - CAVE , , , ,STONEHEDGE FORMATION ,LIMESTONE ,UNKNOWN , , , , , , , ,Lancaster
654,2050306,PERCHED OR CONTACT , ,SUBAERIAL , ,SNITZ CREEK FORMATION , , , , , , , , , ,Lancaster
653,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,ARKOSE ,UNKNOWN ,FLOWING ,WELL OWNER ,ESTIMATED ,5,10/5/1962,H. JOHNSTON ,10/5/1962,Lancaster
652,2050306, , , , ,NEW OXFORD FORMATION ,ARKOSE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,9/28/1962,H. JOHNSTON ,9/28/1962,Lancaster
650,2050306,SEEPAGE OR FILTRATION , , , ,NEW OXFORD FORMATION ,CONGLOMERATE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,9/28/1962,H. JOHNSTON ,9/28/1962,Lancaster
649,2050306,SEEPAGE OR FILTRATION , , , ,ZOOKS CORNER FORMATION ,DOLOMITE ,UNKNOWN , , , , , , , ,Lancaster
647,2050306,SEEPAGE OR FILTRATION , , , ,ZOOKS CORNER FORMATION ,DOLOMITE ,UNKNOWN ,FLOWING ,REPORTED ,ESTIMATED ,2,10/31/1962,A. BECHER ,10/31/1962,Lancaster
646,2050306,FRACTURE , , , ,EPLER FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1250,11/15/1971,H. FLIPPO ,11/15/1971,Lancaster
